Timer precision: 41 ns
unnesting_execution            fastest       │ slowest       │ median        │ mean          │ samples │ iters
├─ automatic                                 │               │               │               │         │
│  ├─ anti_or_nulls            900.8 µs      │ 1.242 ms      │ 924.8 µs      │ 963.3 µs      │ 10      │ 10
│  │                             565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
│  ├─ scalar_first_ordered     48.11 ms      │ 50.27 ms      │ 49.21 ms      │ 49.31 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             21          │ 21            │ 21            │ 21            │         │
│  │                             34.99 KB    │ 34.99 KB      │ 34.99 KB      │ 34.99 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             3436        │ 3436          │ 3436          │ 3436          │         │
│  │                             3.039 MB    │ 3.039 MB      │ 3.039 MB      │ 3.039 MB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             3436        │ 3436          │ 3436          │ 3436          │         │
│  │                             3.202 MB    │ 3.202 MB      │ 3.202 MB      │ 3.202 MB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             621         │ 621           │ 621           │ 621           │         │
│  │                             162.6 KB    │ 162.6 KB      │ 162.6 KB      │ 162.6 KB      │         │
│  ├─ scalar_sum_equality      33.69 ms      │ 35.54 ms      │ 34.2 ms       │ 34.42 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ╰─ scalar_sum_inequality    36.35 ms      │ 37.73 ms      │ 37.29 ms      │ 37.16 ms      │ 10      │ 10
│                              max alloc:    │               │               │               │         │
│                                1           │ 1             │ 1             │ 1             │         │
│                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│                              alloc:        │               │               │               │         │
│                                255         │ 255           │ 255           │ 255           │         │
│                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│                              dealloc:      │               │               │               │         │
│                                255         │ 255           │ 255           │ 255           │         │
│                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
╰─ forced                                    │               │               │               │         │
   ├─ anti_or_nulls            827 µs        │ 913.3 µs      │ 873.7 µs      │ 867.7 µs      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   ├─ derived_limit            18.37 ms      │ 19.51 ms      │ 19.1 ms       │ 19.04 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             26          │ 26            │ 26            │ 26            │         │
   │                             22.75 KB    │ 22.75 KB      │ 22.75 KB      │ 22.75 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             302         │ 302           │ 302           │ 302           │         │
   │                             417.6 KB    │ 417.6 KB      │ 417.6 KB      │ 417.6 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             302         │ 302           │ 302           │ 302           │         │
   │                             418.7 KB    │ 418.7 KB      │ 418.7 KB      │ 418.7 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             9           │ 9             │ 9             │ 9             │         │
   │                             1.091 KB    │ 1.091 KB      │ 1.091 KB      │ 1.091 KB      │         │
   ├─ exists_distinct_16       6.083 ms      │ 6.891 ms      │ 6.201 ms      │ 6.25 ms       │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.77 KB    │ 13.64 KB      │ 13.77 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             301         │ 300           │ 300.5         │ 300.2         │         │
   │                             38.93 KB    │ 38.66 KB      │ 38.93 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             296         │ 295           │ 295.5         │ 295.2         │         │
   │                             34.42 KB    │ 34.28 KB      │ 34.42 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_distinct_256      5.315 ms      │ 5.892 ms      │ 5.609 ms      │ 5.584 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.9 KB     │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             301         │ 300           │ 300           │ 300.2         │         │
   │                             39.19 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             296         │ 295           │ 295           │ 295.2         │         │
   │                             34.56 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_high_selectivity  6.045 ms      │ 6.933 ms      │ 6.19 ms       │ 6.341 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.64 KB    │ 13.77 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             300         │ 301           │ 300           │ 300.2         │         │
   │                             38.66 KB    │ 38.93 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             295         │ 296           │ 295           │ 295.2         │         │
   │                             34.28 KB    │ 34.42 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_indexed           5.739 ms      │ 6.446 ms      │ 5.839 ms      │ 5.95 ms       │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.64 KB    │ 13.77 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             300         │ 301           │ 300           │ 300.2         │         │
   │                             38.66 KB    │ 38.93 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             295         │ 296           │ 295           │ 295.2         │         │
   │                             34.28 KB    │ 34.42 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_low_selectivity   5.456 ms      │ 5.757 ms      │ 5.499 ms      │ 5.545 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.64 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             300         │ 300           │ 300           │ 300.2         │         │
   │                             38.66 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             295         │ 295           │ 295           │ 295.2         │         │
   │                             34.28 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_nulls             5.579 ms      │ 6.556 ms      │ 5.729 ms      │ 5.82 ms       │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.64 KB    │ 13.64 KB      │ 13.83 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             300         │ 300           │ 301           │ 300.2         │         │
   │                             38.66 KB    │ 38.66 KB      │ 39.06 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             295         │ 295           │ 296           │ 295.2         │         │
   │                             34.28 KB    │ 34.28 KB      │ 34.49 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_outer_16          5.018 ms      │ 6.005 ms      │ 5.399 ms      │ 5.476 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.9 KB     │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             301         │ 300           │ 300           │ 300.2         │         │
   │                             39.19 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             296         │ 295           │ 295           │ 295.2         │         │
   │                             34.56 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_outer_256         6.486 ms      │ 7.274 ms      │ 6.758 ms      │ 6.797 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.64 KB    │ 13.77 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             300         │ 301           │ 300           │ 300.2         │         │
   │                             38.66 KB    │ 38.93 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             295         │ 296           │ 295           │ 295.2         │         │
   │                             34.28 KB    │ 34.42 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_outer_1024        7.691 ms      │ 9.455 ms      │ 8.769 ms      │ 8.619 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.77 KB    │ 13.9 KB       │ 13.64 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             301         │ 301           │ 300           │ 300.2         │         │
   │                             38.93 KB    │ 39.19 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             296         │ 296           │ 295           │ 295.2         │         │
   │                             34.42 KB    │ 34.56 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_skewed            6.292 ms      │ 6.553 ms      │ 6.343 ms      │ 6.358 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             33          │ 33            │ 33            │ 33            │         │
   │                             13.64 KB    │ 13.64 KB      │ 13.77 KB      │ 13.67 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             300         │ 300           │ 300.5         │ 300.2         │         │
   │                             38.66 KB    │ 38.66 KB      │ 38.93 KB      │ 38.74 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             295         │ 295           │ 295.5         │ 295.2         │         │
   │                             34.28 KB    │ 34.28 KB      │ 34.42 KB      │ 34.32 KB      │         │
   │                           grow:         │               │               │               │         │
   │                             7           │ 7             │ 7             │ 7             │         │
   │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                           shrink:       │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ inequality               18.26 ms      │ 19.8 ms       │ 18.72 ms      │ 18.75 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   ├─ inequality_indexed       18.08 ms      │ 22.11 ms      │ 18.87 ms      │ 19.43 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   ├─ nested_depth_2           28.21 ms      │ 30.66 ms      │ 28.86 ms      │ 29.13 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             298         │ 298           │ 298           │ 298           │         │
   │                             438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             298         │ 298           │ 298           │ 298           │         │
   │                             438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
   ├─ nested_depth_4           28.79 ms      │ 30.31 ms      │ 29.21 ms      │ 29.32 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             384         │ 384           │ 384           │ 384           │         │
   │                             565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             384         │ 384           │ 384           │ 384           │         │
   │                             565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
   ├─ scalar_first_ordered     48.14 ms      │ 51.34 ms      │ 49.42 ms      │ 49.51 ms      │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             21          │ 21            │ 21            │ 21            │         │
   │                             34.99 KB    │ 34.99 KB      │ 34.99 KB      │ 34.99 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             3436        │ 3436          │ 3436          │ 3436          │         │
   │                             3.039 MB    │ 3.039 MB      │ 3.039 MB      │ 3.039 MB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             3436        │ 3436          │ 3436          │ 3436          │         │
   │                             3.202 MB    │ 3.202 MB      │ 3.202 MB      │ 3.202 MB      │         │
   │                           grow:         │               │               │               │         │
   │                             621         │ 621           │ 621           │ 621           │         │
   │                             162.6 KB    │ 162.6 KB      │ 162.6 KB      │ 162.6 KB      │         │
   ├─ scalar_sum_equality      32.94 ms      │ 34.7 ms       │ 33.92 ms      │ 33.9 ms       │ 10      │ 10
   │                           max alloc:    │               │               │               │         │
   │                             1           │ 1             │ 1             │ 1             │         │
   │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
   │                           alloc:        │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   │                           dealloc:      │               │               │               │         │
   │                             255         │ 255           │ 255           │ 255           │         │
   │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
   ╰─ scalar_sum_inequality    36.96 ms      │ 39.32 ms      │ 37.57 ms      │ 37.63 ms      │ 10      │ 10
                               max alloc:    │               │               │               │         │
                                 1           │ 1             │ 1             │ 1             │         │
                                 1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
                               alloc:        │               │               │               │         │
                                 255         │ 255           │ 255           │ 255           │         │
                                 375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
                               dealloc:      │               │               │               │         │
                                 255         │ 255           │ 255           │ 255           │         │
                                 375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │

