Timer precision: 41 ns
unnesting_execution               fastest       │ slowest       │ median        │ mean          │ samples │ iters
├─ automatic                                    │               │               │               │         │
│  ├─ anti_or_nulls               912.6 µs      │ 1.158 ms      │ 932.4 µs      │ 954.5 µs      │ 10      │ 10
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_outer_16             107.9 µs      │ 126.4 µs      │ 113.5 µs      │ 115.1 µs      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                15          │ 15            │ 15            │ 15            │         │
│  │                                22.08 KB    │ 22.08 KB      │ 22.08 KB      │ 22.08 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                15          │ 15            │ 15            │ 15            │         │
│  │                                22.08 KB    │ 22.08 KB      │ 22.08 KB      │ 22.08 KB      │         │
│  ├─ exists_outer_256            17.91 ms      │ 18.55 ms      │ 18.23 ms      │ 18.2 ms       │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_outer_1024           71.78 ms      │ 77.47 ms      │ 72.95 ms      │ 73.7 ms       │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                1023        │ 1023          │ 1023          │ 1023          │         │
│  │                                1.505 MB    │ 1.505 MB      │ 1.505 MB      │ 1.505 MB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                1023        │ 1023          │ 1023          │ 1023          │         │
│  │                                1.505 MB    │ 1.505 MB      │ 1.505 MB      │ 1.505 MB      │         │
│  ├─ exists_skewed               2.73 ms       │ 2.908 ms      │ 2.8 ms        │ 2.813 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ inequality                  18.45 ms      │ 19.07 ms      │ 18.89 ms      │ 18.85 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ inequality_indexed          18.68 ms      │ 19.64 ms      │ 19.01 ms      │ 19.07 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ joined_input_anti           24.63 ms      │ 25.56 ms      │ 25.17 ms      │ 25.13 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                32          │ 32            │ 32            │ 32            │         │
│  │                                13.79 KB    │ 13.93 KB      │ 13.79 KB      │ 13.83 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                809         │ 810           │ 809           │ 809.2         │         │
│  │                                788.1 KB    │ 788.4 KB      │ 788.1 KB      │ 788.2 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                804         │ 805           │ 804           │ 804.2         │         │
│  │                                783.7 KB    │ 783.9 KB      │ 783.7 KB      │ 783.8 KB      │         │
│  │                              grow:         │               │               │               │         │
│  │                                7           │ 7             │ 7             │ 7             │         │
│  │                                61 B        │ 61 B          │ 61 B          │ 61 B          │         │
│  │                              shrink:       │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ joined_input_equality       24.16 ms      │ 26.04 ms      │ 24.96 ms      │ 24.98 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                34          │ 34            │ 34            │ 34            │         │
│  │                                15.03 KB    │ 15.03 KB      │ 15.03 KB      │ 15.07 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                1450        │ 1450          │ 1450          │ 1450          │         │
│  │                                811.9 KB    │ 811.9 KB      │ 811.9 KB      │ 812 KB        │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                1445        │ 1445          │ 1445          │ 1445          │         │
│  │                                807.5 KB    │ 807.5 KB      │ 807.5 KB      │ 807.5 KB      │         │
│  │                              grow:         │               │               │               │         │
│  │                                7           │ 7             │ 7             │ 7             │         │
│  │                                61 B        │ 61 B          │ 61 B          │ 61 B          │         │
│  │                              shrink:       │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ joined_input_inequality     25.14 ms      │ 27.34 ms      │ 25.69 ms      │ 25.91 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                34          │ 34            │ 34            │ 34            │         │
│  │                                15.03 KB    │ 15.03 KB      │ 15.16 KB      │ 15.07 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                1446        │ 1446          │ 1446          │ 1446          │         │
│  │                                811.8 KB    │ 811.8 KB      │ 812.1 KB      │ 811.9 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                1441        │ 1441          │ 1441          │ 1441          │         │
│  │                                807.4 KB    │ 807.4 KB      │ 807.6 KB      │ 807.5 KB      │         │
│  │                              grow:         │               │               │               │         │
│  │                                7           │ 7             │ 7             │ 7             │         │
│  │                                61 B        │ 61 B          │ 61 B          │ 61 B          │         │
│  │                              shrink:       │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ nested_depth_2              28.4 ms       │ 31.15 ms      │ 29.28 ms      │ 29.48 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                298         │ 298           │ 298           │ 298           │         │
│  │                                438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                298         │ 298           │ 298           │ 298           │         │
│  │                                438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
│  ├─ nested_depth_4              29.38 ms      │ 49.03 ms      │ 35.3 ms       │ 35.02 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                384         │ 384           │ 384           │ 384           │         │
│  │                                565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                384         │ 384           │ 384           │ 384           │         │
│  │                                565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
│  ├─ nested_local_anti           3.116 ms      │ 3.254 ms      │ 3.167 ms      │ 3.163 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                96          │ 96            │ 96            │ 96            │         │
│  │                                141.3 KB    │ 141.3 KB      │ 141.3 KB      │ 141.3 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                96          │ 96            │ 96            │ 96            │         │
│  │                                141.3 KB    │ 141.3 KB      │ 141.3 KB      │ 141.3 KB      │         │
│  ├─ nested_local_depth_2        3.04 ms       │ 3.26 ms       │ 3.159 ms      │ 3.16 ms       │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                96          │ 96            │ 96            │ 96            │         │
│  │                                141.3 KB    │ 141.3 KB      │ 141.3 KB      │ 141.3 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                96          │ 96            │ 96            │ 96            │         │
│  │                                141.3 KB    │ 141.3 KB      │ 141.3 KB      │ 141.3 KB      │         │
│  ├─ nested_local_depth_4        12.77 ms      │ 16.03 ms      │ 13.22 ms      │ 13.84 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                296         │ 296           │ 296           │ 296           │         │
│  │                                435.7 KB    │ 435.7 KB      │ 435.7 KB      │ 435.7 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                296         │ 296           │ 296           │ 296           │         │
│  │                                435.7 KB    │ 435.7 KB      │ 435.7 KB      │ 435.7 KB      │         │
│  ├─ scalar_count_indexed_small  1.428 ms      │ 1.556 ms      │ 1.492 ms      │ 1.488 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                7           │ 7             │ 7             │ 7             │         │
│  │                                1.748 KB    │ 1.748 KB      │ 1.748 KB      │ 1.748 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                79          │ 79            │ 79            │ 79            │         │
│  │                                25.02 KB    │ 25.02 KB      │ 25.02 KB      │ 25.02 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                79          │ 79            │ 79            │ 79            │         │
│  │                                25.02 KB    │ 25.02 KB      │ 25.02 KB      │ 25.02 KB      │         │
│  ├─ scalar_first_ordered        50.01 ms      │ 53.48 ms      │ 50.32 ms      │ 50.7 ms       │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                21          │ 21            │ 21            │ 21            │         │
│  │                                34.99 KB    │ 34.99 KB      │ 34.99 KB      │ 34.99 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                3436        │ 3436          │ 3436          │ 3436          │         │
│  │                                3.039 MB    │ 3.039 MB      │ 3.039 MB      │ 3.039 MB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                3436        │ 3436          │ 3436          │ 3436          │         │
│  │                                3.202 MB    │ 3.202 MB      │ 3.202 MB      │ 3.202 MB      │         │
│  │                              grow:         │               │               │               │         │
│  │                                621         │ 621           │ 621           │ 621           │         │
│  │                                162.6 KB    │ 162.6 KB      │ 162.6 KB      │ 162.6 KB      │         │
│  ├─ scalar_sum_equality         33.75 ms      │ 35.11 ms      │ 34.41 ms      │ 34.32 ms      │ 10      │ 10
│  │                              max alloc:    │               │               │               │         │
│  │                                1           │ 1             │ 1             │ 1             │         │
│  │                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                              alloc:        │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                              dealloc:      │               │               │               │         │
│  │                                255         │ 255           │ 255           │ 255           │         │
│  │                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ╰─ scalar_sum_inequality       37.09 ms      │ 40.91 ms      │ 37.73 ms      │ 37.97 ms      │ 10      │ 10
│                                 max alloc:    │               │               │               │         │
│                                   1           │ 1             │ 1             │ 1             │         │
│                                   1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│                                 alloc:        │               │               │               │         │
│                                   255         │ 255           │ 255           │ 255           │         │
│                                   375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│                                 dealloc:      │               │               │               │         │
│                                   255         │ 255           │ 255           │ 255           │         │
│                                   375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
╰─ forced                                       │               │               │               │         │
   ├─ anti_or_nulls               402.2 µs      │ 482.1 µs      │ 443.6 µs      │ 444.5 µs      │ 10      │ 10
   ├─ derived_limit               6.454 ms      │ 9.236 ms      │ 6.876 ms      │ 7.511 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                57          │ 57            │ 57            │ 57            │         │
   │                                35.06 KB    │ 35.06 KB      │ 35.13 KB      │ 35.1 KB       │         │
   │                              alloc:        │               │               │               │         │
   │                                346         │ 346           │ 346.5         │ 346.2         │         │
   │                                79.73 KB    │ 79.73 KB      │ 79.86 KB      │ 79.81 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                341         │ 341           │ 341.5         │ 341.2         │         │
   │                                76.44 KB    │ 76.44 KB      │ 76.51 KB      │ 76.48 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                16          │ 16            │ 16            │ 16            │         │
   │                                1.151 KB    │ 1.151 KB      │ 1.151 KB      │ 1.151 KB      │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_distinct_16          6.467 ms      │ 6.651 ms      │ 6.571 ms      │ 6.561 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.64 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 300           │ 300           │ 300.2         │         │
   │                                38.66 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 295           │ 295           │ 295.2         │         │
   │                                34.28 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_distinct_256         5.696 ms      │ 5.919 ms      │ 5.779 ms      │ 5.776 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.64 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 300           │ 300           │ 300.2         │         │
   │                                38.66 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 295           │ 295           │ 295.2         │         │
   │                                34.28 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_high_selectivity     6.298 ms      │ 6.496 ms      │ 6.363 ms      │ 6.374 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.64 KB    │ 13.77 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 301           │ 300           │ 300.2         │         │
   │                                38.66 KB    │ 38.93 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 296           │ 295           │ 295.2         │         │
   │                                34.28 KB    │ 34.42 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_indexed              5.993 ms      │ 6.143 ms      │ 6.036 ms      │ 6.05 ms       │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.64 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 300           │ 300           │ 300.2         │         │
   │                                38.66 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 295           │ 295           │ 295.2         │         │
   │                                34.28 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_low_selectivity      5.488 ms      │ 5.707 ms      │ 5.615 ms      │ 5.621 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.77 KB    │ 13.64 KB      │ 13.77 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                301         │ 300           │ 300.5         │ 300.2         │         │
   │                                38.93 KB    │ 38.66 KB      │ 38.93 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                296         │ 295           │ 295.5         │ 295.2         │         │
   │                                34.42 KB    │ 34.28 KB      │ 34.42 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_nulls                5.924 ms      │ 6.175 ms      │ 6.023 ms      │ 6.029 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.77 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                301         │ 300           │ 300           │ 300.2         │         │
   │                                38.93 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                296         │ 295           │ 295           │ 295.2         │         │
   │                                34.42 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_outer_16             5.409 ms      │ 5.529 ms      │ 5.448 ms      │ 5.452 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.64 KB    │ 13.64 KB      │ 13.77 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 300           │ 300.5         │ 300.2         │         │
   │                                38.66 KB    │ 38.66 KB      │ 38.93 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 295           │ 295.5         │ 295.2         │         │
   │                                34.28 KB    │ 34.28 KB      │ 34.42 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_outer_256            5.92 ms       │ 6.045 ms      │ 5.953 ms      │ 5.963 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.77 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                301         │ 300           │ 300           │ 300.2         │         │
   │                                38.93 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                296         │ 295           │ 295           │ 295.2         │         │
   │                                34.42 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_outer_1024           7.539 ms      │ 8.275 ms      │ 7.869 ms      │ 7.856 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.64 KB    │ 13.77 KB      │ 13.64 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 301           │ 300           │ 300.2         │         │
   │                                38.66 KB    │ 38.93 KB      │ 38.66 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 296           │ 295           │ 295.2         │         │
   │                                34.28 KB    │ 34.42 KB      │ 34.28 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ exists_skewed               6.421 ms      │ 6.61 ms       │ 6.534 ms      │ 6.523 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                33          │ 33            │ 33            │ 33            │         │
   │                                13.64 KB    │ 13.64 KB      │ 13.77 KB      │ 13.67 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 300           │ 300.5         │ 300.2         │         │
   │                                38.66 KB    │ 38.66 KB      │ 38.93 KB      │ 38.74 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 295           │ 295.5         │ 295.2         │         │
   │                                34.28 KB    │ 34.28 KB      │ 34.42 KB      │ 34.32 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ inequality                  5.858 ms      │ 6.213 ms      │ 6.014 ms      │ 6.011 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                32          │ 32            │ 32            │ 32            │         │
   │                                12.54 KB    │ 12.4 KB       │ 12.4 KB       │ 12.44 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                300         │ 299           │ 299           │ 299.2         │         │
   │                                37.7 KB     │ 37.43 KB      │ 37.43 KB      │ 37.51 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                295         │ 294           │ 294           │ 294.2         │         │
   │                                33.19 KB    │ 33.05 KB      │ 33.05 KB      │ 33.09 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ inequality_indexed          6.003 ms      │ 6.934 ms      │ 6.15 ms       │ 6.292 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                32          │ 32            │ 32            │ 32            │         │
   │                                12.4 KB     │ 12.54 KB      │ 12.4 KB       │ 12.44 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                299         │ 300           │ 299           │ 299.2         │         │
   │                                37.43 KB    │ 37.7 KB       │ 37.43 KB      │ 37.51 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                294         │ 295           │ 294           │ 294.2         │         │
   │                                33.05 KB    │ 33.19 KB      │ 33.05 KB      │ 33.09 KB      │         │
   │                              grow:         │               │               │               │         │
   │                                7           │ 7             │ 7             │ 7             │         │
   │                                60 B        │ 60 B          │ 60 B          │ 60 B          │         │
   │                              shrink:       │               │               │               │         │
   │                                1           │ 1             │ 1             │ 1             │         │
   │                                1 B         │ 1 B           │ 1 B           │ 1 B           │         │
   ├─ joined_input_anti           12.49 ms      │ 13.16 ms      │ 12.73 ms      │ 12.77 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                63          │ 63            │ 63            │ 63            │         │
   │                                24.73 KB    │ 24.73 KB      │ 24.73 KB      │ 24.81 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                598         │ 598           │ 598           │ 598.2         │         │
   │                                74.88 KB    │ 74.88 KB      │ 74.88 KB      │ 75.04 KB      │         │
   │                              dealloc:      │               │               │               │         │
   │                                588         │ 588           │ 588           │ 588.2         │         │
   │                                66.12 KB    │ 66.12 KB      │ 66.12 KB      │ 66.2 KB       │         │
   │                              grow:         │               │               │               │         │
   │                                12          │ 12            │ 12            │ 12            │         │
   │                                119 B       │ 119 B         │ 119 B         │ 119 B         │         │
   │                              shrink:       │               │               │               │         │
   │                                2           │ 2             │ 2             │ 2             │         │
   │                                2 B         │ 2 B           │ 2 B           │ 2 B           │         │
   ├─ joined_input_equality       12.83 ms      │ 13.57 ms      │ 13.25 ms      │ 13.28 ms      │ 10      │ 10
   │                              max alloc:    │               │               │               │         │
   │                                64          │ 64            │ 64            │ 64            │         │
   │                                25.96 KB    │ 26.23 KB      │ 25.96 KB      │ 26.04 KB      │         │
   │                              alloc:        │               │               │               │         │
   │                                1367        │ 1368          │ 1367          │ 1367          │         │
